instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,feature0,feature1,feature2
196,2011-01-09,1,0,1,10,0,0,0,1,0.14,0.1061,0.43,0.3881,0,49,49,6.125,0.3424664577455166,0.9395300555699313
197,2011-01-09,1,0,1,11,0,0,0,1,0.16,0.1212,0.4,0.5224,2,47,49,6.15625,0.6055518643146514,0.7958058429196471
198,2011-01-09,1,0,1,12,0,0,0,1,0.18,0.1364,0.37,0.4478,4,79,83,6.1875,0.9968285949694307,0.07957859166428352
199,2011-01-09,1,0,1,13,0,0,0,1,0.2,0.1667,0.34,0.4478,6,69,75,6.21875,0.47162571251991114,0.8817988360675502
200,2011-01-09,1,0,1,14,0,0,0,1,0.22,0.1818,0.32,0.4627,8,64,72,6.25,0.4871876750070059,0.8732972972139946
201,2011-01-09,1,0,1,15,0,0,0,1,0.22,0.197,0.35,0.3582,5,77,82,6.28125,0.9980829609135574,0.06189025071872073
202,2011-01-09,1,0,1,16,0,0,0,1,0.2,0.1667,0.34,0.4478,13,79,92,6.3125,0.591345375451585,0.8064184068658304
203,2011-01-09,1,0,1,17,0,0,0,1,0.18,0.1515,0.37,0.3881,3,59,62,6.34375,0.35907242107165305,0.9333097001669604
204,2011-01-09,1,0,1,18,0,0,0,1,0.16,0.1364,0.4,0.3284,4,44,48,6.375,0.9793606896089245,0.2021203593127912
205,2011-01-09,1,0,1,19,0,0,0,1,0.16,0.1364,0.43,0.3284,1,40,41,6.40625,0.6992292566729736,0.7148975077677643
206,2011-01-09,1,0,1,20,0,0,0,1,0.14,0.1212,0.46,0.2537,0,38,38,6.4375,0.22377033018717848,0.97464190312541
207,2011-01-09,1,0,1,21,0,0,0,1,0.14,0.1061,0.46,0.4179,1,19,20,6.46875,0.9410365074429887,0.3383050275409778
208,2011-01-09,1,0,1,22,0,0,0,1,0.14,0.1212,0.46,0.2985,5,10,15,6.5,0.7931180595679168,0.6090679301910603
209,2011-01-09,1,0,1,23,0,0,0,1,0.12,0.1364,0.5,0.194,0,6,6,6.53125,0.08398947462256867,0.9964666417661079
210,2011-01-10,1,0,1,0,0,1,1,1,0.12,0.1212,0.5,0.2836,2,3,5,6.5625,0.8838774731823718,0.46771851834275896
211,2011-01-10,1,0,1,1,0,1,1,1,0.12,0.1212,0.5,0.2836,1,0,1,6.59375,0.8711325991081119,0.491047853850463
212,2011-01-10,1,0,1,2,0,1,1,1,0.12,0.1212,0.5,0.2239,0,3,3,6.625,0.057472430847665464,0.9983470937967718
213,2011-01-10,1,0,1,3,0,1,1,1,0.12,0.1212,0.5,0.2239,0,1,1,6.65625,0.8090276252864301,0.5877706198198406
214,2011-01-10,1,0,1,4,0,1,1,1,0.1,0.1212,0.54,0.1343,1,2,3,6.6875,0.9317114137542325,0.36319945137636067
215,2011-01-10,1,0,1,5,0,1,1,1,0.1,0.1061,0.54,0.2537,0,3,3,6.71875,0.19778402522372224,0.9802456219572225
216,2011-01-10,1,0,1,6,0,1,1,1,0.12,0.1212,0.5,0.2836,0,31,31,6.75,0.7179850839697136,0.6960584883449115
217,2011-01-10,1,0,1,7,0,1,1,1,0.12,0.1212,0.5,0.2239,2,75,77,6.78125,0.9736420181192547,0.22808160941352784
218,2011-01-10,1,0,1,8,0,1,1,2,0.12,0.1212,0.5,0.2836,4,184,188,6.8125,0.33413697099017103,0.9425245273294025
219,2011-01-10,1,0,1,9,0,1,1,2,0.14,0.1212,0.5,0.2537,2,92,94,6.84375,0.6125720663156844,0.7904147414931815
220,2011-01-10,1,0,1,10,0,1,1,2,0.14,0.1212,0.5,0.2985,0,31,31,6.875,0.9960851708717215,0.08839871248753149
221,2011-01-10,1,0,1,11,0,1,1,2,0.16,0.1364,0.47,0.2836,2,28,30,6.90625,0.4638021630104179,0.8859387978787574
222,2011-01-10,1,0,1,12,0,1,1,2,0.2,0.1818,0.4,0.2836,5,47,52,6.9375,0.49489841458940237,0.8689508382163493
223,2011-01-10,1,0,1,13,0,1,1,2,0.2,0.1818,0.4,0.2836,4,50,54,6.96875,0.9985916721566993,0.05305348526993529
224,2011-01-10,1,0,1,14,0,1,1,2,0.2,0.197,0.4,0.2239,0,47,47,7.0,0.5841843515845697,0.8116209973649745
225,2011-01-10,1,0,1,15,0,1,1,2,0.2,0.197,0.4,0.2239,2,43,45,7.03125,0.36731936773024515,0.9300948780045254
226,2011-01-10,1,0,1,16,0,1,1,1,0.2,0.2121,0.4,0.1343,4,70,74,7.0625,0.9811113543339269,0.19344381715900788
227,2011-01-10,1,0,1,17,0,1,1,1,0.2,0.2273,0.4,0.1045,4,174,178,7.09375,0.6928740863898232,0.7210585970706318
228,2011-01-10,1,0,1,18,0,1,1,1,0.2,0.197,0.4,0.2239,1,154,155,7.125,0.23238842122852268,0.9726230624856244
229,2011-01-10,1,0,1,19,0,1,1,1,0.16,0.1667,0.47,0.1642,3,92,95,7.15625,0.9439940860834779,0.32996236973239734
230,2011-01-10,1,0,1,20,0,1,1,1,0.16,0.1667,0.5,0.1642,1,73,74,7.1875,0.787695941645058,0.6160642040533645
231,2011-01-10,1,0,1,21,0,1,1,1,0.14,0.1364,0.59,0.194,1,37,38,7.21875,0.09280621889587708,0.9956841897581032
232,2011-01-10,1,0,1,22,0,1,1,1,0.14,0.1515,0.59,0.1642,2,22,24,7.25,0.8879827697817493,0.4598767232321427
233,2011-01-10,1,0,1,23,0,1,1,1,0.14,0.1515,0.59,0.1642,0,18,18,7.28125,0.8667520572726362,0.49873928180328125
234,2011-01-11,1,0,1,0,0,2,1,1,0.14,0.1667,0.59,0.1045,2,10,12,7.3125,0.048633500538969116,0.9988166912028082
235,2011-01-11,1,0,1,1,0,2,1,1,0.14,0.1515,0.59,0.1642,0,3,3,7.34375,0.8141984723053474,0.5805866409896446
236,2011-01-11,1,0,1,2,0,2,1,2,0.16,0.1515,0.55,0.194,0,3,3,7.375,0.9284601245807608,0.37143208943692263
237,2011-01-11,1,0,1,5,0,2,1,2,0.16,0.1818,0.55,0.1343,0,6,6,7.40625,0.18909982012986337,0.9819578697820255
238,2011-01-11,1,0,1,6,0,2,1,2,0.16,0.1818,0.55,0.1343,0,27,27,7.4375,0.7241179868699296,0.6896761131802671
239,2011-01-11,1,0,1,7,0,2,1,2,0.16,0.2273,0.55,0,2,97,99,7.46875,0.9715850561826999,0.2366906812750767
240,2011-01-11,1,0,1,8,0,2,1,2,0.18,0.2121,0.51,0.0896,3,214,217,7.5,0.32578130553514806,0.9454451549211168
241,2011-01-11,1,0,1,9,0,2,1,2,0.18,0.197,0.51,0.1642,3,127,130,7.53125,0.6195442750039529,0.7849617132764033
242,2011-01-11,1,0,1,10,0,2,1,2,0.2,0.2121,0.51,0.1642,3,51,54,7.5625,0.9952637062792294,0.09721190751822432
243,2011-01-11,1,0,1,11,0,2,1,2,0.2,0.2121,0.47,0.1343,4,31,35,7.59375,0.4559422758951242,0.8900093488562771
244,2011-01-11,1,0,1,12,0,2,1,2,0.2,0.2273,0.51,0.1045,2,55,57,7.625,0.5025703802614231,0.8645362993442719
245,2011-01-11,1,0,1,13,0,2,1,2,0.2,0.2273,0.59,0.0896,6,46,52,7.65625,0.9990221465276736,0.04421256322855966
246,2011-01-11,1,0,1,14,0,2,1,2,0.2,0.2273,0.59,0.0896,3,60,63,7.6875,0.5769775585030581,0.8167599996228085
247,2011-01-11,1,0,1,15,0,2,1,2,0.16,0.197,0.8,0.0896,2,45,47,7.71875,0.3755375359409301,0.9268071855026884
248,2011-01-11,1,0,1,16,0,2,1,2,0.16,0.1515,0.86,0.2239,4,72,76,7.75,0.982785151720906,0.184752119221718
249,2011-01-11,1,0,1,17,0,2,1,2,0.16,0.1515,0.86,0.2239,6,130,136,7.78125,0.68646463135462,0.727163193443649
250,2011-01-11,1,0,1,18,0,2,1,3,0.16,0.1818,0.93,0.1045,1,94,95,7.8125,0.24098830528525864,0.9705280195418053
251,2011-01-11,1,0,1,19,0,2,1,3,0.16,0.2273,0.93,0,0,51,51,7.84375,0.9468777054203809,0.3215938602925038
252,2011-01-11,1,0,1,20,0,2,1,3,0.16,0.1515,0.93,0.194,0,32,32,7.875,0.7822121099422712,0.623012211003653
253,2011-01-11,1,0,1,21,0,2,1,3,0.16,0.197,0.86,0.0896,0,20,20,7.90625,0.10161569206079699,0.9948237286710673
254,2011-01-11,1,0,1,22,0,2,1,3,0.16,0.1818,0.93,0.1045,1,28,29,7.9375,0.8920184954079421,0.45199889806298343
255,2011-01-11,1,0,1,23,0,2,1,3,0.16,0.197,0.93,0.0896,1,18,19,7.96875,0.8623036078310824,0.5063916349244909
256,2011-01-12,1,0,1,0,0,3,1,2,0.16,0.197,0.86,0.0896,0,7,7,8.0,0.03979075993115771,0.9992080341070627
257,2011-01-12,1,0,1,1,0,3,1,2,0.16,0.1818,0.86,0.1045,0,6,6,8.03125,0.8193055291449822,0.5733571748155426
258,2011-01-12,1,0,1,2,0,3,1,1,0.14,0.1515,0.86,0.1343,0,1,1,8.0625,0.9251360931462582,0.37963562682930313
259,2011-01-12,1,0,1,5,0,3,1,1,0.14,0.1515,0.86,0.1642,0,5,5,8.09375,0.18040079959254857,0.9835931839466808
260,2011-01-12,1,0,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343,0,16,16,8.125,0.7301941571456378,0.6832397038158508
261,2011-01-12,1,0,1,7,0,3,1,1,0.14,0.1515,0.69,0.1343,0,54,54,8.15625,0.9694519732670104,0.24528120908194284
262,2011-01-12,1,0,1,8,0,3,1,1,0.16,0.1667,0.59,0.1642,3,125,128,8.1875,0.31740011602352985,0.9482917095220488
263,2011-01-12,1,0,1,9,0,3,1,1,0.16,0.1364,0.59,0.3284,3,78,81,8.21875,0.6264679441263539,0.7794471854988634
264,2011-01-12,1,0,1,10,0,3,1,1,0.18,0.1818,0.55,0.2239,0,39,39,8.25,0.9943642655514137,0.10601748626711377
265,2011-01-12,1,0,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881,3,32,35,8.28125,0.44804666697426215,0.8940101700837942
266,2011-01-12,1,0,1,12,0,3,1,1,0.2,0.1515,0.47,0.5821,3,52,55,8.3125,0.510202970945957,0.8600540264645697
267,2011-01-12,1,0,1,13,0,3,1,1,0.22,0.197,0.44,0.3582,0,49,49,8.34375,0.9993743503000143,0.035368177256176046
268,2011-01-12,1,0,1,14,0,3,1,1,0.2,0.1818,0.47,0.3284,0,44,44,8.375,0.5697255608391865,0.8218350110128397
269,2011-01-12,1,0,1,15,0,3,1,1,0.2,0.1667,0.47,0.4179,1,48,49,8.40625,0.3837262818331512,0.9234468802429867
270,2011-01-12,1,0,1,16,0,3,1,1,0.22,0.197,0.44,0.3284,5,63,68,8.4375,0.9843819506325049,0.1760459464712114
271,2011-01-12,1,0,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582,0,139,139,8.46875,0.6800013937302882,0.7332108186087175
272,2011-01-12,1,0,1,18,0,3,1,1,0.2,0.1515,0.47,0.5224,2,135,137,8.5,0.24956930858045798,0.9683569384347241
273,2011-01-12,1,0,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179,1,82,83,8.53125,0.9496871395301657,0.3132001548706699
274,2011-01-12,1,0,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,2,54,56,8.5625,0.7766669941024745,0.6299114066849614
275,2011-01-12,1,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,0,57,57,8.59375,0.11041720391967796,0.9938853259197261
276,2011-01-12,1,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33,8.625,0.8959843338731037,0.4440856600409099
277,2011-01-12,1,0,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,1,19,20,8.65625,0.8577875993070563,0.5140043136735694
278,2011-01-13,1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7,8.6875,0.030944901828293042,0.99952109184891
279,2011-01-13,1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,2,8.71875,0.8243483956816764,0.5660827877060441
280,2011-01-13,1,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,2,8.75,0.9217395798793158,0.3878094208292295
281,2011-01-13,1,0,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,0,3,3,8.78125,0.17168764515577298,0.9851514363288851
282,2011-01-13,1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4,8.8125,0.7362131187458456,0.6767497645263835
283,2011-01-13,1,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3,8.84375,0.9672429364932829,0.253852519790234
284,2011-01-13,1,0,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343,0,28,28,8.875,0.3089940590981371,0.9510639681125854
285,2011-01-13,1,0,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343,0,72,72,8.90625,0.6333425312327234,0.7738715902084317
286,2011-01-13,1,0,1,8,0,4,1,1,0.14,0.1364,0.5,0.194,5,197,202,8.9375,0.9933869191569467,0.11481475884166603
287,2011-01-13,1,0,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284,2,137,139,8.96875,0.4401159548467677,0.8979409481081247
288,2011-01-13,1,0,1,10,0,4,1,2,0.16,0.1364,0.5,0.3582,2,36,38,9.0,0.5177955886508133,0.8555043707508208
289,2011-01-13,1,0,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478,4,33,37,9.03125,0.9996482558795381,0.026521020285755953
290,2011-01-13,1,0,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179,3,49,52,9.0625,0.5624289267667438,0.8268456339220814
291,2011-01-13,1,0,1,13,0,4,1,1,0.22,0.197,0.41,0.4478,2,81,83,9.09375,0.3918849638415085,0.9200142254959646
292,2011-01-13,1,0,1,14,0,4,1,1,0.22,0.197,0.41,0.3881,3,39,42,9.125,0.9859016259639831,0.16732598101183924
293,2011-01-13,1,0,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985,5,55,60,9.15625,0.6734848798934681,0.739200998751274
294,2011-01-13,1,0,1,16,0,4,1,1,0.24,0.2121,0.38,0.3582,2,76,78,9.1875,0.2581307588164473,0.9661099892625297
295,2011-01-13,1,0,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836,4,158,162,9.21875,0.9524221683015063,0.30478191109030295
296,2011-01-13,1,0,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284,3,141,144,9.25,0.7710610285700272,0.6367612505645516
297,2011-01-13,1,0,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537,1,98,99,9.28125,0.11921006489861569,0.992869055025318
298,2011-01-13,1,0,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239,0,64,64,9.3125,0.8998799744648526,0.43613762914604876
299,2011-01-13,1,0,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985,0,40,40,9.34375,0.8532043855172293,0.5215767216183704
300,2011-01-13,1,0,1,22,0,4,1,1,0.14,0.1212,0.46,0.3284,0,30,30,9.375,0.022096619278683942,0.9997558399011495
301,2011-01-13,1,0,1,23,0,4,1,1,0.12,0.1364,0.5,0.194,1,14,15,9.40625,0.8293266768209027,0.5587640495890891
302,2011-01-14,1,0,1,0,0,5,1,1,0.12,0.1364,0.5,0.194,0,14,14,9.4375,0.9182708508872743,0.39595283104274065
303,2011-01-14,1,0,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642,0,5,5,9.46875,0.1629610394708834,0.9866325048439105
304,2011-01-14,1,0,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343,0,1,1,9.5,0.7421744001016999,0.6702068037805061
305,2011-01-14,1,0,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045,0,1,1,9.53125,0.9649581189333869,0.2624039418616639
306,2011-01-14,1,0,1,5,0,5,1,1,0.1,0.1364,0.54,0.0896,0,8,8,9.5625,0.3005637933500832,0.9537617134939987
307,2011-01-14,1,0,1,6,0,5,1,1,0.1,0.1818,0.54,0,0,17,17,9.59375,0.6401674977183369,0.7682353642374471
308,2011-01-14,1,0,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,70,9.625,0.9923317436681922,0.12360303600011291
309,2011-01-14,1,0,1,8,0,5,1,1,0.12,0.1667,0.68,0,2,156,158,9.65625,0.43215076086181514,0.9018013749637745
310,2011-01-14,1,0,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343,0,117,117,9.6875,0.5253476385155728,0.8508876886558596
311,2011-01-14,1,0,1,10,0,5,1,1,0.18,0.1818,0.55,0.194,4,40,44,9.71875,0.9998438418065069,0.01767178546737087
312,2011-01-14,1,0,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836,6,47,53,9.75,0.5550882279566576,0.8317914757822045
313,2011-01-14,1,0,1,12,0,5,1,1,0.2,0.197,0.44,0.2537,2,59,61,9.78125,0.4000129427560235,0.9165094902005468
314,2011-01-14,1,0,1,13,0,5,1,1,0.22,0.197,0.37,0.3881,4,73,77,9.8125,0.987344058653017,0.15859290602857282
315,2011-01-14,1,0,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,5,59,64,9.84375,0.6669156003948422,0.7451332645574127
316,2011-01-14,1,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,9,59,68,9.875,0.2666719852274808,0.9637873480674221
317,2011-01-14,1,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,3,87,90,9.90625,0.955082577452527,0.2963397884973224
318,2011-01-14,1,0,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,4,155,159,9.9375,0.7653946525566921,0.6435612059762619
319,2011-01-14,1,0,1,18,0,5,1,1,0.2,0.2576,0.47,0,5,134,139,9.96875,0.12799358610147818,0.9917749956098326
320,2011-01-14,1,0,1,19,0,5,1,1,0.16,0.197,0.59,0.0896,3,89,92,10.0,0.903705111970614,0.42815542808445156
321,2011-01-14,1,0,1,20,0,5,1,1,0.18,0.2424,0.59,0,0,68,68,10.03125,0.8485543255436181,0.5291082654818533
322,2011-01-14,1,0,1,21,0,5,1,1,0.16,0.2273,0.69,0,4,48,52,10.0625,0.01324660552058789,0.9999122598719259
323,2011-01-14,1,0,1,22,0,5,1,2,0.16,0.2273,0.69,0,2,34,36,10.09375,0.8342399825282196,0.551401533867395
324,2011-01-14,1,0,1,23,0,5,1,2,0.18,0.2424,0.55,0,1,26,27,10.125,0.9147301779353751,0.4040652194563607
325,2011-01-15,1,0,1,0,0,6,0,1,0.18,0.2424,0.55,0,3,25,28,10.15625,0.15422166624309427,0.9880362734541701
326,2011-01-15,1,0,1,1,0,6,0,2,0.16,0.197,0.59,0.0896,2,18,20,10.1875,0.7480775341634341,0.6636113342009432
327,2011-01-15,1,0,1,2,0,6,0,2,0.16,0.197,0.59,0.0896,0,12,12,10.21875,0.9625976995964054,0.2709348053161655
328,2011-01-15,1,0,1,3,0,6,0,2,0.16,0.2273,0.59,0,1,7,8,10.25,0.2921099792671752,0.9563847343054627
329,2011-01-15,1,0,1,4,0,6,0,2,0.16,0.2273,0.59,0,0,5,5,10.28125,0.6469423088661069,0.7625389491684939
330,2011-01-15,1,0,1,5,0,6,0,1,0.16,0.2273,0.59,0,0,1,1,10.3125,0.9911988217552068,0.13238162920545193
331,2011-01-15,1,0,1,6,0,6,0,1,0.14,0.1667,0.63,0.1045,1,2,3,10.34375,0.424151709070136,0.9055911481970673
332,2011-01-15,1,0,1,7,0,6,0,1,0.14,0.2121,0.63,0,1,9,10,10.375,0.5328585288581931,0.8462043418838515
333,2011-01-15,1,0,1,8,0,6,0,1,0.14,0.1515,0.63,0.1343,1,22,23,10.40625,0.9999610927573088,0.008821166113885877
334,2011-01-15,1,0,1,9,0,6,0,1,0.16,0.1818,0.64,0.1343,2,31,33,10.4375,0.5477040395322043,0.8366721491002946
335,2011-01-15,1,0,1,10,0,6,0,1,0.18,0.197,0.59,0.1642,2,57,59,10.46875,0.40810958177221934,0.9129329489429682
336,2011-01-15,1,0,1,11,0,6,0,1,0.2,0.197,0.55,0.2239,18,54,72,10.5,0.9887091356890289,0.14984740573347818
337,2011-01-15,1,0,1,12,0,6,0,1,0.24,0.2273,0.48,0.2239,15,74,89,10.53125,0.660294069919136,0.7510071512506543
338,2011-01-15,1,0,1,13,0,6,0,1,0.28,0.2576,0.38,0.2985,21,80,101,10.5625,0.2751923186322931,0.9613891968218607
339,2011-01-15,1,0,1,14,0,6,0,1,0.3,0.2879,0.39,0.2836,26,92,118,10.59375,0.9576681585475916,0.2878744485084861
340,2011-01-15,1,0,1,15,0,6,0,2,0.32,0.3182,0.36,0.194,21,108,129,10.625,0.7596683100072248,0.6503107401625525
341,2011-01-15,1,0,1,16,0,6,0,2,0.34,0.3333,0.34,0.194,33,95,128,10.65625,0.13676707936387883,0.9906032333897737
342,2011-01-15,1,0,1,17,0,6,0,2,0.32,0.303,0.36,0.2836,29,54,83,10.6875,0.907459446701534,0.4201396822393068
343,2011-01-15,1,0,1,18,0,6,0,2,0.3,0.2879,0.45,0.2537,15,69,84,10.71875,0.8438377837054513,0.5365983551885637
344,2011-01-15,1,0,1,19,0,6,0,2,0.32,0.303,0.39,0.2537,14,60,74,10.75,0.004395553927897717,0.9999903395061709
345,2011-01-15,1,0,1,20,0,6,0,2,0.32,0.303,0.39,0.2537,6,35,41,10.78125,0.8390879278598296,0.5439958173735323
346,2011-01-15,1,0,1,21,0,6,0,2,0.32,0.303,0.39,0.2239,6,51,57,10.8125,0.911117838425468,0.412145950487085
347,2011-01-15,1,0,1,22,0,6,0,2,0.3,0.3182,0.42,0.1045,0,26,26,10.84375,0.14547021017792156,0.9893626321783087
348,2011-01-15,1,0,1,23,0,6,0,1,0.3,0.2879,0.45,0.2836,5,39,44,10.875,0.7539220584369601,0.6569638725243396
349,2011-01-16,1,0,1,0,0,0,0,1,0.26,0.303,0.56,0,6,33,39,10.90625,0.9601618634146094,0.27944444178438205
350,2011-01-16,1,0,1,1,0,0,0,1,0.26,0.2727,0.56,0.1343,4,19,23,10.9375,0.28363327918216646,0.9589328250406132
351,2011-01-16,1,0,1,2,0,0,0,1,0.26,0.2879,0.56,0.0896,3,13,16,10.96875,0.6536664338884767,0.7567827912998033
352,2011-01-16,1,0,1,3,0,0,0,1,0.22,0.2727,0.69,0,9,6,15,11.0,0.9899882421792622,0.14114985067939137
353,2011-01-16,1,0,1,4,0,0,0,1,0.26,0.2576,0.56,0.1642,0,1,1,11.03125,0.4161194261751267,0.9093099708898409
354,2011-01-16,1,0,1,5,0,0,0,2,0.26,0.2576,0.56,0.1642,1,1,2,11.0625,0.540327671221366,0.8414546973619527
355,2011-01-16,1,0,1,6,0,0,0,2,0.26,0.2576,0.56,0.1642,0,1,1,11.09375,0.999999999545659,3.014435335948845e-05
356,2011-01-16,1,0,1,7,0,0,0,2,0.24,0.2121,0.56,0.2985,0,3,3,11.125,0.5402769400239504,0.8414872714892108
357,2011-01-16,1,0,1,8,0,0,0,1,0.22,0.2121,0.55,0.2836,0,18,18,11.15625,0.4161742465410129,0.9092848819352602
358,2011-01-16,1,0,1,9,0,0,0,1,0.22,0.2121,0.51,0.2537,3,29,32,11.1875,0.9899967501220404,0.14109016531210986
359,2011-01-16,1,0,1,10,0,0,0,1,0.22,0.2121,0.51,0.2836,8,71,79,11.21875,0.6536208072447929,0.7568221986283603
360,2011-01-16,1,0,1,11,0,0,0,1,0.24,0.2273,0.44,0.2537,23,70,93,11.25,0.2836910914865273,0.9589157234143065
361,2011-01-16,1,0,1,12,0,0,0,1,0.24,0.2121,0.41,0.2836,29,75,104,11.28125,0.9601787090136331,0.2793865543595699
362,2011-01-16,1,0,1,13,0,0,0,1,0.26,0.2273,0.35,0.2985,23,95,118,11.3125,0.7538824495645917,0.6570093243162466
363,2011-01-16,1,0,1,14,0,0,0,1,0.28,0.2727,0.36,0.2537,22,69,91,11.34375,0.14552985730709223,0.9893538601694428
364,2011-01-16,1,0,1,15,0,0,0,1,0.26,0.2424,0.38,0.2537,35,78,113,11.375,0.9111426845159583,0.41209101962194344
365,2011-01-16,1,0,1,16,0,0,0,1,0.24,0.2273,0.38,0.2239,22,77,99,11.40625,0.8390551295306261,0.5440464039108651
366,2011-01-16,1,0,1,17,0,0,0,1,0.22,0.2121,0.37,0.2537,23,82,105,11.4375,0.004455842044182302,0.9999900726865629
367,2011-01-16,1,0,1,18,0,0,0,1,0.2,0.2121,0.4,0.1642,11,56,67,11.46875,0.8438701329927379,0.5365474803247321
368,2011-01-16,1,0,1,19,0,0,0,1,0.18,0.197,0.47,0.1343,14,47,61,11.5,0.9074341153742778,0.42019439103217676
369,2011-01-16,1,0,1,20,0,0,0,1,0.18,0.197,0.47,0.1642,7,50,57,11.53125,0.1367073569275377,0.9906114770998198
370,2011-01-16,1,0,1,21,0,0,0,1,0.18,0.197,0.51,0.1642,6,22,28,11.5625,0.759707515020103,0.6502649395607762
371,2011-01-16,1,0,1,22,0,0,0,2,0.2,0.2121,0.49,0.1343,2,19,21,11.59375,0.9576508012289697,0.28793218456003195
372,2011-01-16,1,0,1,23,0,0,0,2,0.2,0.2273,0.4,0.1045,0,18,18,11.625,0.27513435722086477,0.9614057860636483
373,2011-01-17,1,0,1,0,1,1,0,2,0.2,0.197,0.47,0.2239,1,16,17,11.65625,0.6603393459690063,0.7509673416102893
374,2011-01-17,1,0,1,1,1,1,0,2,0.2,0.197,0.44,0.194,1,15,16,11.6875,0.9887000997858916,0.14990701345623575
375,2011-01-17,1,0,1,2,1,1,0,2,0.18,0.1667,0.43,0.2537,0,8,8,11.71875,0.40805454148374776,0.9129575516827102
376,2011-01-17,1,0,1,3,1,1,0,2,0.18,0.1818,0.43,0.194,0,2,2,11.75,0.5477544804186207,0.8366391272115635
377,2011-01-17,1,0,1,4,1,1,0,2,0.18,0.197,0.43,0.1343,1,2,3,11.78125,0.9999605591233189,0.00888145245887885
378,2011-01-17,1,0,1,5,1,1,0,2,0.18,0.197,0.43,0.1642,0,1,1,11.8125,0.5328075113244262,0.8462364656975445
379,2011-01-17,1,0,1,6,1,1,0,2,0.18,0.1818,0.43,0.194,0,5,5,11.84375,0.42420630521841407,0.9055655749932976
380,2011-01-17,1,0,1,7,1,1,0,2,0.16,0.1818,0.5,0.1343,4,9,13,11.875,0.9912068010710522,0.13232187086982847
381,2011-01-17,1,0,1,8,1,1,0,2,0.16,0.1515,0.47,0.2239,3,30,33,11.90625,0.6468963352033299,0.7625779510977885
382,2011-01-17,1,0,1,9,1,1,0,2,0.16,0.1515,0.47,0.2239,8,39,47,11.9375,0.29216763793503586,0.9563671216345017
383,2011-01-17,1,0,1,10,1,1,0,2,0.16,0.1515,0.5,0.2537,7,50,57,11.96875,0.9626140321560251,0.27087677105340535
384,2011-01-17,1,0,1,11,1,1,0,2,0.16,0.1515,0.55,0.194,9,55,64,12.0,0.7480375245348201,0.6636564336219596
385,2011-01-17,1,0,1,12,1,1,0,2,0.18,0.197,0.47,0.1343,10,70,80,12.03125,0.1542812333919083,0.9880269738337468
386,2011-01-17,1,0,1,13,1,1,0,2,0.18,0.197,0.47,0.1343,13,80,93,12.0625,0.9147545368424774,0.4040100708226276
387,2011-01-17,1,0,1,14,1,1,0,2,0.18,0.2121,0.43,0.1045,12,74,86,12.09375,0.8342067377267571,0.5514518281149147
388,2011-01-17,1,0,1,15,1,1,0,2,0.2,0.2121,0.47,0.1642,21,72,93,12.125,0.013306888913466725,0.9999114594340064
389,2011-01-17,1,0,1,16,1,1,0,2,0.2,0.2121,0.47,0.1642,6,76,82,12.15625,0.8485862232545117,0.5290571062774264
390,2011-01-17,1,0,1,17,1,1,0,1,0.2,0.197,0.51,0.194,4,67,71,12.1875,0.9036792973912307,0.42820991051876856
