instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,feature0,feature1,feature2,feature3
175,2011-01-08,1,0,1,13,0,6,0,1,0.2,0.1818,0.44,0.3284,7,95,102,5.46875,0.5984842190140996,0.8011345951780408,5.1647859739235145
176,2011-01-08,1,0,1,14,0,6,0,1,0.2,0.1667,0.32,0.4925,12,83,95,5.5,0.9974939203271522,0.07075223608034517,5.170483995038151
177,2011-01-08,1,0,1,15,0,6,0,1,0.2,0.1667,0.32,0.4478,5,69,74,5.53125,0.47941231147032193,0.8775897877771157,5.176149732573829
178,2011-01-08,1,0,1,16,0,6,0,1,0.18,0.1364,0.29,0.4478,8,68,76,5.5625,0.4794387656291727,0.8775753358042688,5.181783550292085
179,2011-01-08,1,0,1,17,0,6,0,1,0.16,0.1212,0.37,0.5522,5,64,69,5.59375,0.9974960526543551,0.07072216723899125,5.187385805840755
180,2011-01-08,1,0,1,18,0,6,0,1,0.14,0.1212,0.39,0.2985,3,52,55,5.625,0.5984600690578581,0.8011526357338304,5.19295685089021
181,2011-01-08,1,0,1,19,0,6,0,1,0.14,0.1212,0.36,0.2537,4,26,30,5.65625,0.3507973420904214,0.936451400117644,5.198497031265826
182,2011-01-08,1,0,1,20,0,6,0,1,0.12,0.1212,0.36,0.2537,0,28,28,5.6875,0.9775332947055968,0.21078106590019152,5.204006687076795
183,2011-01-08,1,0,1,21,0,6,0,1,0.12,0.1061,0.39,0.3582,2,35,37,5.71875,0.7055296442942061,0.7086804082392084,5.209486152841421
184,2011-01-08,1,0,1,22,0,6,0,1,0.12,0.1061,0.36,0.3881,1,33,34,5.75,0.21513470736462095,0.9765843832906294,5.214935757608986
185,2011-01-08,1,0,1,23,0,6,0,1,0.1,0.0606,0.39,0.4478,0,22,22,5.78125,0.9380052012169503,0.346621180094276,5.220355825078324
186,2011-01-09,1,0,1,0,0,0,0,1,0.1,0.0758,0.42,0.3881,1,24,25,5.8125,0.7984780389030323,0.6020239375552833,5.225746673713202
187,2011-01-09,1,0,1,1,0,0,0,1,0.1,0.0606,0.42,0.4627,0,12,12,5.84375,0.07516615000819327,0.997171023392149,5.231108616854587
188,2011-01-09,1,0,1,2,0,0,0,1,0.1,0.0606,0.46,0.4627,0,11,11,5.875,0.879702927248347,0.47552366901205834,5.236441962829949
189,2011-01-09,1,0,1,3,0,0,0,1,0.1,0.0758,0.46,0.4179,0,4,4,5.90625,0.8754448901342752,0.48331795366796265,5.241747015059643
190,2011-01-09,1,0,1,4,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,5.9375,0.06630685835171127,0.9977992786806003,5.247024072160486
191,2011-01-09,1,0,1,5,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,5.96875,0.8037933932096717,0.594908548461427,5.25227342804663
192,2011-01-09,1,0,1,6,0,0,0,1,0.1,0.0909,0.49,0.2836,0,1,1,6.0,0.9348897059372352,0.3549383576518463,5.2574953720277815
193,2011-01-09,1,0,1,7,0,0,0,1,0.08,0.0909,0.53,0.194,1,5,6,6.03125,0.20645273449087873,0.9784565746221131,5.262690188904886
194,2011-01-09,1,0,1,8,0,0,0,1,0.1,0.0909,0.49,0.2836,0,10,10,6.0625,0.711795928940826,0.7023863292684921,5.267858159063328
195,2011-01-09,1,0,1,9,0,0,0,1,0.12,0.0758,0.46,0.5224,0,19,19,6.09375,0.9756226979194443,0.21945466799406363,5.272999558563747
196,2011-01-09,1,0,1,10,0,0,0,1,0.14,0.1061,0.43,0.3881,0,49,49,6.125,0.3424664577455166,0.9395300555699313,5.278114659230517
197,2011-01-09,1,0,1,11,0,0,0,1,0.16,0.1212,0.4,0.5224,2,47,49,6.15625,0.6055518643146514,0.7958058429196471,5.2832037287379885
198,2011-01-09,1,0,1,12,0,0,0,1,0.18,0.1364,0.37,0.4478,4,79,83,6.1875,0.9968285949694307,0.07957859166428352,5.288267030694535
199,2011-01-09,1,0,1,13,0,0,0,1,0.2,0.1667,0.34,0.4478,6,69,75,6.21875,0.47162571251991114,0.8817988360675502,5.293304824724492
200,2011-01-09,1,0,1,14,0,0,0,1,0.22,0.1818,0.32,0.4627,8,64,72,6.25,0.4871876750070059,0.8732972972139946,5.298317366548036
201,2011-01-09,1,0,1,15,0,0,0,1,0.22,0.197,0.35,0.3582,5,77,82,6.28125,0.9980829609135574,0.06189025071872073,5.303304908059076
202,2011-01-09,1,0,1,16,0,0,0,1,0.2,0.1667,0.34,0.4478,13,79,92,6.3125,0.591345375451585,0.8064184068658304,5.308267697401205
203,2011-01-09,1,0,1,17,0,0,0,1,0.18,0.1515,0.37,0.3881,3,59,62,6.34375,0.35907242107165305,0.9333097001669604,5.313205979041787
204,2011-01-09,1,0,1,18,0,0,0,1,0.16,0.1364,0.4,0.3284,4,44,48,6.375,0.9793606896089245,0.2021203593127912,5.318119993844216
205,2011-01-09,1,0,1,19,0,0,0,1,0.16,0.1364,0.43,0.3284,1,40,41,6.40625,0.6992292566729736,0.7148975077677643,5.3230099791384085
206,2011-01-09,1,0,1,20,0,0,0,1,0.14,0.1212,0.46,0.2537,0,38,38,6.4375,0.22377033018717848,0.97464190312541,5.327876168789581
207,2011-01-09,1,0,1,21,0,0,0,1,0.14,0.1061,0.46,0.4179,1,19,20,6.46875,0.9410365074429887,0.3383050275409778,5.332718793265369
208,2011-01-09,1,0,1,22,0,0,0,1,0.14,0.1212,0.46,0.2985,5,10,15,6.5,0.7931180595679168,0.6090679301910603,5.337538079701318
209,2011-01-09,1,0,1,23,0,0,0,1,0.12,0.1364,0.5,0.194,0,6,6,6.53125,0.08398947462256867,0.9964666417661079,5.342334251964811
210,2011-01-10,1,0,1,0,0,1,1,1,0.12,0.1212,0.5,0.2836,2,3,5,6.5625,0.8838774731823718,0.46771851834275896,5.3471075307174685
211,2011-01-10,1,0,1,1,0,1,1,1,0.12,0.1212,0.5,0.2836,1,0,1,6.59375,0.8711325991081119,0.491047853850463,5.351858133476067
212,2011-01-10,1,0,1,2,0,1,1,1,0.12,0.1212,0.5,0.2239,0,3,3,6.625,0.057472430847665464,0.9983470937967718,5.356586274672012
213,2011-01-10,1,0,1,3,0,1,1,1,0.12,0.1212,0.5,0.2239,0,1,1,6.65625,0.8090276252864301,0.5877706198198406,5.3612921657094255
214,2011-01-10,1,0,1,4,0,1,1,1,0.1,0.1212,0.54,0.1343,1,2,3,6.6875,0.9317114137542325,0.36319945137636067,5.365976015021851
215,2011-01-10,1,0,1,5,0,1,1,1,0.1,0.1061,0.54,0.2537,0,3,3,6.71875,0.19778402522372224,0.9802456219572225,5.3706380281276624
216,2011-01-10,1,0,1,6,0,1,1,1,0.12,0.1212,0.5,0.2836,0,31,31,6.75,0.7179850839697136,0.6960584883449115,5.375278407684165
217,2011-01-10,1,0,1,7,0,1,1,1,0.12,0.1212,0.5,0.2239,2,75,77,6.78125,0.9736420181192547,0.22808160941352784,5.37989735354046
218,2011-01-10,1,0,1,8,0,1,1,2,0.12,0.1212,0.5,0.2836,4,184,188,6.8125,0.33413697099017103,0.9425245273294025,5.384495062789089
219,2011-01-10,1,0,1,9,0,1,1,2,0.14,0.1212,0.5,0.2537,2,92,94,6.84375,0.6125720663156844,0.7904147414931815,5.389071729816501
220,2011-01-10,1,0,1,10,0,1,1,2,0.14,0.1212,0.5,0.2985,0,31,31,6.875,0.9960851708717215,0.08839871248753149,5.393627546352362
221,2011-01-10,1,0,1,11,0,1,1,2,0.16,0.1364,0.47,0.2836,2,28,30,6.90625,0.4638021630104179,0.8859387978787574,5.3981627015177525
222,2011-01-10,1,0,1,12,0,1,1,2,0.2,0.1818,0.4,0.2836,5,47,52,6.9375,0.49489841458940237,0.8689508382163493,5.402677381872279
223,2011-01-10,1,0,1,13,0,1,1,2,0.2,0.1818,0.4,0.2836,4,50,54,6.96875,0.9985916721566993,0.05305348526993529,5.407171771460119
224,2011-01-10,1,0,1,14,0,1,1,2,0.2,0.197,0.4,0.2239,0,47,47,7.0,0.5841843515845697,0.8116209973649745,5.4116460518550396
225,2011-01-10,1,0,1,15,0,1,1,2,0.2,0.197,0.4,0.2239,2,43,45,7.03125,0.36731936773024515,0.9300948780045254,5.41610040220442
226,2011-01-10,1,0,1,16,0,1,1,1,0.2,0.2121,0.4,0.1343,4,70,74,7.0625,0.9811113543339269,0.19344381715900788,5.420534999272286
227,2011-01-10,1,0,1,17,0,1,1,1,0.2,0.2273,0.4,0.1045,4,174,178,7.09375,0.6928740863898232,0.7210585970706318,5.424950017481403
228,2011-01-10,1,0,1,18,0,1,1,1,0.2,0.197,0.4,0.2239,1,154,155,7.125,0.23238842122852268,0.9726230624856244,5.429345628954441
229,2011-01-10,1,0,1,19,0,1,1,1,0.16,0.1667,0.47,0.1642,3,92,95,7.15625,0.9439940860834779,0.32996236973239734,5.43372200355424
230,2011-01-10,1,0,1,20,0,1,1,1,0.16,0.1667,0.5,0.1642,1,73,74,7.1875,0.787695941645058,0.6160642040533645,5.438079308923196
231,2011-01-10,1,0,1,21,0,1,1,1,0.14,0.1364,0.59,0.194,1,37,38,7.21875,0.09280621889587708,0.9956841897581032,5.442417710521793
232,2011-01-10,1,0,1,22,0,1,1,1,0.14,0.1515,0.59,0.1642,2,22,24,7.25,0.8879827697817493,0.4598767232321427,5.44673737166631
233,2011-01-10,1,0,1,23,0,1,1,1,0.14,0.1515,0.59,0.1642,0,18,18,7.28125,0.8667520572726362,0.49873928180328125,5.4510384535657
234,2011-01-11,1,0,1,0,0,2,1,1,0.14,0.1667,0.59,0.1045,2,10,12,7.3125,0.048633500538969116,0.9988166912028082,5.455321115357702
235,2011-01-11,1,0,1,1,0,2,1,1,0.14,0.1515,0.59,0.1642,0,3,3,7.34375,0.8141984723053474,0.5805866409896446,5.459585514144159
236,2011-01-11,1,0,1,2,0,2,1,2,0.16,0.1515,0.55,0.194,0,3,3,7.375,0.9284601245807608,0.37143208943692263,5.4638318050256105
237,2011-01-11,1,0,1,5,0,2,1,2,0.16,0.1818,0.55,0.1343,0,6,6,7.40625,0.18909982012986337,0.9819578697820255,5.4680601411351315
238,2011-01-11,1,0,1,6,0,2,1,2,0.16,0.1818,0.55,0.1343,0,27,27,7.4375,0.7241179868699296,0.6896761131802671,5.472270673671475
239,2011-01-11,1,0,1,7,0,2,1,2,0.16,0.2273,0.55,0,2,97,99,7.46875,0.9715850561826999,0.2366906812750767,5.476463551931511
240,2011-01-11,1,0,1,8,0,2,1,2,0.18,0.2121,0.51,0.0896,3,214,217,7.5,0.32578130553514806,0.9454451549211168,5.480638923341991
241,2011-01-11,1,0,1,9,0,2,1,2,0.18,0.197,0.51,0.1642,3,127,130,7.53125,0.6195442750039529,0.7849617132764033,5.484796933490655
242,2011-01-11,1,0,1,10,0,2,1,2,0.2,0.2121,0.51,0.1642,3,51,54,7.5625,0.9952637062792294,0.09721190751822432,5.488937726156687
243,2011-01-11,1,0,1,11,0,2,1,2,0.2,0.2121,0.47,0.1343,4,31,35,7.59375,0.4559422758951242,0.8900093488562771,5.493061443340548
244,2011-01-11,1,0,1,12,0,2,1,2,0.2,0.2273,0.51,0.1045,2,55,57,7.625,0.5025703802614231,0.8645362993442719,5.497168225293202
245,2011-01-11,1,0,1,13,0,2,1,2,0.2,0.2273,0.59,0.0896,6,46,52,7.65625,0.9990221465276736,0.04421256322855966,5.501258210544727
246,2011-01-11,1,0,1,14,0,2,1,2,0.2,0.2273,0.59,0.0896,3,60,63,7.6875,0.5769775585030581,0.8167599996228085,5.5053315359323625
247,2011-01-11,1,0,1,15,0,2,1,2,0.16,0.197,0.8,0.0896,2,45,47,7.71875,0.3755375359409301,0.9268071855026884,5.5093883366279774
248,2011-01-11,1,0,1,16,0,2,1,2,0.16,0.1515,0.86,0.2239,4,72,76,7.75,0.982785151720906,0.184752119221718,5.5134287461649825
249,2011-01-11,1,0,1,17,0,2,1,2,0.16,0.1515,0.86,0.2239,6,130,136,7.78125,0.68646463135462,0.727163193443649,5.517452896464707
250,2011-01-11,1,0,1,18,0,2,1,3,0.16,0.1818,0.93,0.1045,1,94,95,7.8125,0.24098830528525864,0.9705280195418053,5.521460917862246
251,2011-01-11,1,0,1,19,0,2,1,3,0.16,0.2273,0.93,0,0,51,51,7.84375,0.9468777054203809,0.3215938602925038,5.5254529391317835
252,2011-01-11,1,0,1,20,0,2,1,3,0.16,0.1515,0.93,0.194,0,32,32,7.875,0.7822121099422712,0.623012211003653,5.529429087511423
253,2011-01-11,1,0,1,21,0,2,1,3,0.16,0.197,0.86,0.0896,0,20,20,7.90625,0.10161569206079699,0.9948237286710673,5.53338948872752
254,2011-01-11,1,0,1,22,0,2,1,3,0.16,0.1818,0.93,0.1045,1,28,29,7.9375,0.8920184954079421,0.45199889806298343,5.537334267018537
255,2011-01-11,1,0,1,23,0,2,1,3,0.16,0.197,0.93,0.0896,1,18,19,7.96875,0.8623036078310824,0.5063916349244909,5.541263545158426
256,2011-01-12,1,0,1,0,0,3,1,2,0.16,0.197,0.86,0.0896,0,7,7,8.0,0.03979075993115771,0.9992080341070627,5.545177444479562
257,2011-01-12,1,0,1,1,0,3,1,2,0.16,0.1818,0.86,0.1045,0,6,6,8.03125,0.8193055291449822,0.5733571748155426,5.54907608489522
258,2011-01-12,1,0,1,2,0,3,1,1,0.14,0.1515,0.86,0.1343,0,1,1,8.0625,0.9251360931462582,0.37963562682930313,5.552959584921617
259,2011-01-12,1,0,1,5,0,3,1,1,0.14,0.1515,0.86,0.1642,0,5,5,8.09375,0.18040079959254857,0.9835931839466808,5.556828061699537
260,2011-01-12,1,0,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343,0,16,16,8.125,0.7301941571456378,0.6832397038158508,5.560681631015528
261,2011-01-12,1,0,1,7,0,3,1,1,0.14,0.1515,0.69,0.1343,0,54,54,8.15625,0.9694519732670104,0.24528120908194284,5.564520407322694
262,2011-01-12,1,0,1,8,0,3,1,1,0.16,0.1667,0.59,0.1642,3,125,128,8.1875,0.31740011602352985,0.9482917095220488,5.568344503761097
263,2011-01-12,1,0,1,9,0,3,1,1,0.16,0.1364,0.59,0.3284,3,78,81,8.21875,0.6264679441263539,0.7794471854988634,5.572154032177765
264,2011-01-12,1,0,1,10,0,3,1,1,0.18,0.1818,0.55,0.2239,0,39,39,8.25,0.9943642655514137,0.10601748626711377,5.575949103146316
265,2011-01-12,1,0,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881,3,32,35,8.28125,0.44804666697426215,0.8940101700837942,5.579729825986222
266,2011-01-12,1,0,1,12,0,3,1,1,0.2,0.1515,0.47,0.5821,3,52,55,8.3125,0.510202970945957,0.8600540264645697,5.583496308781699
267,2011-01-12,1,0,1,13,0,3,1,1,0.22,0.197,0.44,0.3582,0,49,49,8.34375,0.9993743503000143,0.035368177256176046,5.58724865840025
268,2011-01-12,1,0,1,14,0,3,1,1,0.2,0.1818,0.47,0.3284,0,44,44,8.375,0.5697255608391865,0.8218350110128397,5.5909869805108565
269,2011-01-12,1,0,1,15,0,3,1,1,0.2,0.1667,0.47,0.4179,1,48,49,8.40625,0.3837262818331512,0.9234468802429867,5.594711379601839
270,2011-01-12,1,0,1,16,0,3,1,1,0.22,0.197,0.44,0.3284,5,63,68,8.4375,0.9843819506325049,0.1760459464712114,5.598421958998375
271,2011-01-12,1,0,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582,0,139,139,8.46875,0.6800013937302882,0.7332108186087175,5.602118820879701
272,2011-01-12,1,0,1,18,0,3,1,1,0.2,0.1515,0.47,0.5224,2,135,137,8.5,0.24956930858045798,0.9683569384347241,5.605802066295998
273,2011-01-12,1,0,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179,1,82,83,8.53125,0.9496871395301657,0.3132001548706699,5.60947179518496
274,2011-01-12,1,0,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,2,54,56,8.5625,0.7766669941024745,0.6299114066849614,5.6131281063880705
275,2011-01-12,1,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,0,57,57,8.59375,0.11041720391967796,0.9938853259197261,5.616771097666572
276,2011-01-12,1,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33,8.625,0.8959843338731037,0.4440856600409099,5.62040086571715
277,2011-01-12,1,0,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,1,19,20,8.65625,0.8577875993070563,0.5140043136735694,5.6240175061873385
278,2011-01-13,1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7,8.6875,0.030944901828293042,0.99952109184891,5.627621113690637
279,2011-01-13,1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,2,8.71875,0.8243483956816764,0.5660827877060441,5.631211781821365
280,2011-01-13,1,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,2,8.75,0.9217395798793158,0.3878094208292295,5.634789603169249
281,2011-01-13,1,0,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,0,3,3,8.78125,0.17168764515577298,0.9851514363288851,5.638354669333745
282,2011-01-13,1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4,8.8125,0.7362131187458456,0.6767497645263835,5.641907070938114
283,2011-01-13,1,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3,8.84375,0.9672429364932829,0.253852519790234,5.645446897643238
284,2011-01-13,1,0,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343,0,28,28,8.875,0.3089940590981371,0.9510639681125854,5.648974238161206
285,2011-01-13,1,0,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343,0,72,72,8.90625,0.6333425312327234,0.7738715902084317,5.652489180268651
286,2011-01-13,1,0,1,8,0,4,1,1,0.14,0.1364,0.5,0.194,5,197,202,8.9375,0.9933869191569467,0.11481475884166603,5.655991810819852
287,2011-01-13,1,0,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284,2,137,139,8.96875,0.4401159548467677,0.8979409481081247,5.659482215759621
288,2011-01-13,1,0,1,10,0,4,1,2,0.16,0.1364,0.5,0.3582,2,36,38,9.0,0.5177955886508133,0.8555043707508208,5.662960480135946
289,2011-01-13,1,0,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478,4,33,37,9.03125,0.9996482558795381,0.026521020285755953,5.666426688112432
290,2011-01-13,1,0,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179,3,49,52,9.0625,0.5624289267667438,0.8268456339220814,5.66988092298052
291,2011-01-13,1,0,1,13,0,4,1,1,0.22,0.197,0.41,0.4478,2,81,83,9.09375,0.3918849638415085,0.9200142254959646,5.673323267171493
292,2011-01-13,1,0,1,14,0,4,1,1,0.22,0.197,0.41,0.3881,3,39,42,9.125,0.9859016259639831,0.16732598101183924,5.676753802268282
293,2011-01-13,1,0,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985,5,55,60,9.15625,0.6734848798934681,0.739200998751274,5.680172609017068
294,2011-01-13,1,0,1,16,0,4,1,1,0.24,0.2121,0.38,0.3582,2,76,78,9.1875,0.2581307588164473,0.9661099892625297,5.683579767338681
295,2011-01-13,1,0,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836,4,158,162,9.21875,0.9524221683015063,0.30478191109030295,5.68697535633982
296,2011-01-13,1,0,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284,3,141,144,9.25,0.7710610285700272,0.6367612505645516,5.69035945432406
297,2011-01-13,1,0,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537,1,98,99,9.28125,0.11921006489861569,0.992869055025318,5.6937321388027
298,2011-01-13,1,0,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239,0,64,64,9.3125,0.8998799744648526,0.43613762914604876,5.697093486505405
299,2011-01-13,1,0,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985,0,40,40,9.34375,0.8532043855172293,0.5215767216183704,5.700443573390687
300,2011-01-13,1,0,1,22,0,4,1,1,0.14,0.1212,0.46,0.3284,0,30,30,9.375,0.022096619278683942,0.9997558399011495,5.703782474656201
301,2011-01-13,1,0,1,23,0,4,1,1,0.12,0.1364,0.5,0.194,1,14,15,9.40625,0.8293266768209027,0.5587640495890891,5.707110264748875
302,2011-01-14,1,0,1,0,0,5,1,1,0.12,0.1364,0.5,0.194,0,14,14,9.4375,0.9182708508872743,0.39595283104274065,5.71042701737487
303,2011-01-14,1,0,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642,0,5,5,9.46875,0.1629610394708834,0.9866325048439105,5.713732805509369
304,2011-01-14,1,0,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343,0,1,1,9.5,0.7421744001016999,0.6702068037805061,5.717027701406222
305,2011-01-14,1,0,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045,0,1,1,9.53125,0.9649581189333869,0.2624039418616639,5.720311776607412
306,2011-01-14,1,0,1,5,0,5,1,1,0.1,0.1364,0.54,0.0896,0,8,8,9.5625,0.3005637933500832,0.9537617134939987,5.723585101952381
307,2011-01-14,1,0,1,6,0,5,1,1,0.1,0.1818,0.54,0,0,17,17,9.59375,0.6401674977183369,0.7682353642374471,5.726847747587197
308,2011-01-14,1,0,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,70,9.625,0.9923317436681922,0.12360303600011291,5.730099782973574
309,2011-01-14,1,0,1,8,0,5,1,1,0.12,0.1667,0.68,0,2,156,158,9.65625,0.43215076086181514,0.9018013749637745,5.733341276897746
310,2011-01-14,1,0,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343,0,117,117,9.6875,0.5253476385155728,0.8508876886558596,5.736572297479192
311,2011-01-14,1,0,1,10,0,5,1,1,0.18,0.1818,0.55,0.194,4,40,44,9.71875,0.9998438418065069,0.01767178546737087,5.739792912179234
312,2011-01-14,1,0,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836,6,47,53,9.75,0.5550882279566576,0.8317914757822045,5.7430031878094825
313,2011-01-14,1,0,1,12,0,5,1,1,0.2,0.197,0.44,0.2537,2,59,61,9.78125,0.4000129427560235,0.9165094902005468,5.746203190540153
314,2011-01-14,1,0,1,13,0,5,1,1,0.22,0.197,0.37,0.3881,4,73,77,9.8125,0.987344058653017,0.15859290602857282,5.749392985908253
315,2011-01-14,1,0,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,5,59,64,9.84375,0.6669156003948422,0.7451332645574127,5.752572638825633
316,2011-01-14,1,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,9,59,68,9.875,0.2666719852274808,0.9637873480674221,5.755742213586912
317,2011-01-14,1,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,3,87,90,9.90625,0.955082577452527,0.2963397884973224,5.75890177387728
318,2011-01-14,1,0,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,4,155,159,9.9375,0.7653946525566921,0.6435612059762619,5.762051382780177
319,2011-01-14,1,0,1,18,0,5,1,1,0.2,0.2576,0.47,0,5,134,139,9.96875,0.12799358610147818,0.9917749956098326,5.765191102784844
320,2011-01-14,1,0,1,19,0,5,1,1,0.16,0.197,0.59,0.0896,3,89,92,10.0,0.903705111970614,0.42815542808445156,5.768320995793772
321,2011-01-14,1,0,1,20,0,5,1,1,0.18,0.2424,0.59,0,0,68,68,10.03125,0.8485543255436181,0.5291082654818533,5.771441123130016
322,2011-01-14,1,0,1,21,0,5,1,1,0.16,0.2273,0.69,0,4,48,52,10.0625,0.01324660552058789,0.9999122598719259,5.7745515455444085
323,2011-01-14,1,0,1,22,0,5,1,2,0.16,0.2273,0.69,0,2,34,36,10.09375,0.8342399825282196,0.551401533867395,5.777652323222656
324,2011-01-14,1,0,1,23,0,5,1,2,0.18,0.2424,0.55,0,1,26,27,10.125,0.9147301779353751,0.4040652194563607,5.780743515792329
325,2011-01-15,1,0,1,0,0,6,0,1,0.18,0.2424,0.55,0,3,25,28,10.15625,0.15422166624309427,0.9880362734541701,5.783825182329737
326,2011-01-15,1,0,1,1,0,6,0,2,0.16,0.197,0.59,0.0896,2,18,20,10.1875,0.7480775341634341,0.6636113342009432,5.786897381366708
327,2011-01-15,1,0,1,2,0,6,0,2,0.16,0.197,0.59,0.0896,0,12,12,10.21875,0.9625976995964054,0.2709348053161655,5.7899601708972535
328,2011-01-15,1,0,1,3,0,6,0,2,0.16,0.2273,0.59,0,1,7,8,10.25,0.2921099792671752,0.9563847343054627,5.793013608384144
329,2011-01-15,1,0,1,4,0,6,0,2,0.16,0.2273,0.59,0,0,5,5,10.28125,0.6469423088661069,0.7625389491684939,5.796057750765372
330,2011-01-15,1,0,1,5,0,6,0,1,0.16,0.2273,0.59,0,0,1,1,10.3125,0.9911988217552068,0.13238162920545193,5.799092654460526
331,2011-01-15,1,0,1,6,0,6,0,1,0.14,0.1667,0.63,0.1045,1,2,3,10.34375,0.424151709070136,0.9055911481970673,5.802118375377063
332,2011-01-15,1,0,1,7,0,6,0,1,0.14,0.2121,0.63,0,1,9,10,10.375,0.5328585288581931,0.8462043418838515,5.805134968916488
333,2011-01-15,1,0,1,8,0,6,0,1,0.14,0.1515,0.63,0.1343,1,22,23,10.40625,0.9999610927573088,0.008821166113885877,5.808142489980444
334,2011-01-15,1,0,1,9,0,6,0,1,0.16,0.1818,0.64,0.1343,2,31,33,10.4375,0.5477040395322043,0.8366721491002946,5.811140992976701
335,2011-01-15,1,0,1,10,0,6,0,1,0.18,0.197,0.59,0.1642,2,57,59,10.46875,0.40810958177221934,0.9129329489429682,5.814130531825066
336,2011-01-15,1,0,1,11,0,6,0,1,0.2,0.197,0.55,0.2239,18,54,72,10.5,0.9887091356890289,0.14984740573347818,5.817111159963204
337,2011-01-15,1,0,1,12,0,6,0,1,0.24,0.2273,0.48,0.2239,15,74,89,10.53125,0.660294069919136,0.7510071512506543,5.820082930352362
338,2011-01-15,1,0,1,13,0,6,0,1,0.28,0.2576,0.38,0.2985,21,80,101,10.5625,0.2751923186322931,0.9613891968218607,5.823045895483019
339,2011-01-15,1,0,1,14,0,6,0,1,0.3,0.2879,0.39,0.2836,26,92,118,10.59375,0.9576681585475916,0.2878744485084861,5.82600010738045
340,2011-01-15,1,0,1,15,0,6,0,2,0.32,0.3182,0.36,0.194,21,108,129,10.625,0.7596683100072248,0.6503107401625525,5.8289456176102075
341,2011-01-15,1,0,1,16,0,6,0,2,0.34,0.3333,0.34,0.194,33,95,128,10.65625,0.13676707936387883,0.9906032333897737,5.831882477283517
342,2011-01-15,1,0,1,17,0,6,0,2,0.32,0.303,0.36,0.2836,29,54,83,10.6875,0.907459446701534,0.4201396822393068,5.834810737062605
343,2011-01-15,1,0,1,18,0,6,0,2,0.3,0.2879,0.45,0.2537,15,69,84,10.71875,0.8438377837054513,0.5365983551885637,5.8377304471659395
344,2011-01-15,1,0,1,19,0,6,0,2,0.32,0.303,0.39,0.2537,14,60,74,10.75,0.004395553927897717,0.9999903395061709,5.840641657373398
345,2011-01-15,1,0,1,20,0,6,0,2,0.32,0.303,0.39,0.2537,6,35,41,10.78125,0.8390879278598296,0.5439958173735323,5.84354441703136
346,2011-01-15,1,0,1,21,0,6,0,2,0.32,0.303,0.39,0.2239,6,51,57,10.8125,0.911117838425468,0.412145950487085,5.846438775057725
347,2011-01-15,1,0,1,22,0,6,0,2,0.3,0.3182,0.42,0.1045,0,26,26,10.84375,0.14547021017792156,0.9893626321783087,5.849324779946859
348,2011-01-15,1,0,1,23,0,6,0,1,0.3,0.2879,0.45,0.2836,5,39,44,10.875,0.7539220584369601,0.6569638725243396,5.8522024797744745
349,2011-01-16,1,0,1,0,0,0,0,1,0.26,0.303,0.56,0,6,33,39,10.90625,0.9601618634146094,0.27944444178438205,5.855071922202427
